image_id,latitude,longitude,county_name
,33.88692453,-118.324992,Los Angeles County
,34.08923333,-118.1950133,Los Angeles County
,33.91363262,-118.3100989,Los Angeles County
,33.93285788,-118.1148158,Los Angeles County
,33.86758833,-118.0684972,Los Angeles County
,34.17676667,-118.3043533,Los Angeles County
,34.16605,-118.77973,Los Angeles County
,34.32703381,-118.0061217,Los Angeles County
,33.99262867,-118.1341493,Los Angeles County
,34.228345,-117.8740533,Los Angeles County
,34.110475,-117.7143867,Los Angeles County
,34.201105,-118.2131883,Los Angeles County
,34.09202492,-118.0679088,Los Angeles County
,33.35811667,-118.4606083,Los Angeles County
,33.84704224,-118.2821795,Los Angeles County
,33.8397392,-118.1954185,Los Angeles County
,33.834645,-118.2813717,Los Angeles County
,34.2700621,-118.5969125,Los Angeles County
,33.387,-118.477705,Los Angeles County
,34.14908883,-118.0910195,Los Angeles County
,34.13484425,-118.2351164,Los Angeles County
,34.26680988,-118.1470369,Los Angeles County
black_widowimage14.jpg,33.93153672,-118.0659263,Los Angeles County
,34.19115329,-118.1443234,Los Angeles County
,34.017465,-118.2876622,Los Angeles County
,32.85736333,-117.1972417,San Diego County
,32.94188784,-117.2505824,San Diego County
,32.82278833,-117.0777055,San Diego County
,32.78711962,-117.0363398,San Diego County
,32.82445833,-117.054325,San Diego County
,32.67091851,-117.2389217,San Diego County
,32.76782306,-117.0230838,San Diego County
,32.76865,-117.0565862,San Diego County
,33.098525,-117.0003722,San Diego County
es_spidersimage13.jpg,32.95788889,-117.2464083,San Diego County
,33.252977,-116.9527908,San Diego County
,32.79189509,-117.0709222,San Diego County
,32.74698048,-117.0600729,San Diego County
,32.7490922,-117.2401132,San Diego County
,32.63330511,-117.0259135,San Diego County
,32.81648084,-117.172415,San Diego County
,32.74813978,-117.0076025,San Diego County
,32.64877376,-116.9348008,San Diego County
,32.9157068,-117.1439115,San Diego County
,32.63326667,-117.0268862,San Diego County
,32.84227778,-117.0648111,San Diego County
es_spidersimage183 (copy).jpg,33.063575,-117.2827617,San Diego County
,32.80979529,-117.0208844,San Diego County
,37.3492284,-121.9136372,Santa Clara County
,37.23409011,-121.9680183,Santa Clara County
,37.20496313,-121.8061271,Santa Clara County
,37.16004297,-121.8711776,Santa Clara County
,37.40477744,-121.918763,Santa Clara County
,37.16004297,-121.8711776,Santa Clara County
,37.37805122,-122.1871673,Santa Clara County
,37.4037309,-121.7925701,Santa Clara County
,37.25615167,-122.0871607,Santa Clara County
,37.26537111,-122.0351991,Santa Clara County
,37.38494873,-122.0301208,Santa Clara County
,37.326397,-122.047865,Santa Clara County
,37.36838225,-122.1816734,Santa Clara County
,37.20603889,-121.9337667,Santa Clara County
,37.20873392,-121.8023133,Santa Clara County
,38.6507325,-121.1991779,Sacramento County
,38.6507325,-121.1991779,Sacramento County
,38.6507325,-121.1991779,Sacramento County
,38.5533508,-121.3505719,Sacramento County
,38.6507325,-121.1991779,Sacramento County
,38.6507325,-121.1991779,Sacramento County
,38.6507325,-121.1991779,Sacramento County
,38.30766709,-121.065538,Sacramento County
,38.67255333,-121.25643,Sacramento County
,38.66577469,-121.2853007,Sacramento County
,38.61208197,-121.2501604,Sacramento County
,38.6507325,-121.1991779,Sacramento County
,38.55991612,-121.4894393,Sacramento County
,38.6507325,-121.1991779,Sacramento County
,38.25158,-121.9826133,Solano County
,38.251755,-121.9825883,Solano County
,38.27178,-121.956955,Solano County
,38.25164167,-121.9827117,Solano County
,38.25175833,-121.982645,Solano County
,38.25173,-121.9826283,Solano County
,38.25155,-121.9826133,Solano County
