name,latitude,longitude,county_name
chigger-bites-2.jpg,37.88088333,-121.9084233,Contra Costa County
chigger-bites-bullous-2.jpg,32.74483625,-116.1410522,San Diego County
chigger-bites-bullous.jpg,37.88206333,-122.18792,Contra Costa County
chiggers_1.jpg,33.43534333,-117.3754917,San Diego County
chiggers_legimage102.jpg,37.58541175,-121.2441231,Stanislaus County
chiggers_legimage105.jpg,37.6662303,-122.4960807,San Mateo County
chiggers_legimage109.jpg,38.66592505,-120.9929008,El Dorado County
chiggers_legimage110.jpg,32.85838165,-116.2274404,San Diego County
chiggers_legimage14.jpg,34.04916668,-116.5668492,San Bernardino County
chiggers_legimage15.jpg,34.15232217,-117.8547833,Los Angeles County
chiggers_legimage17.jpg,37.25418333,-122.4154867,San Mateo County
chiggers_legimage275.jpg,33.66481704,-116.397005,Riverside County
chiggers_legimage278.jpg,37.52403646,-122.2005154,San Mateo County
chiggers_legimage300.jpg,38.78155186,-120.9878877,El Dorado County
chiggers_legimage372.jpg,38.68295213,-121.0727643,El Dorado County
chiggers_legimage75.jpg,38.68263614,-121.0730136,El Dorado County
chiggersimage_10.jpg,37.50948351,-122.340382,San Mateo County
chiggersimage_119.jpg,37.43462418,-122.3124433,San Mateo County
chiggersimage_12.jpg,34.11013805,-116.106953,San Bernardino County
chiggersimage_298.jpg,33.66867241,-116.4050588,Riverside County
chiggersimage_299.jpg,,,
chiggersimage_4.jpg,,,
chiggersimage_418.jpg,,,
chiggersimage_5.jpg,,,
chiggersimage_7.jpg,,,
chiggersimage_8.jpg,,,
chiggersimage1.jpg,,,
chiggersimage10.jpg,,,
chiggersimage101.jpg,,,
chiggersimage102.jpg,,,
chiggersimage104.jpg,,,
chiggersimage106.jpg,,,
chiggersimage107.jpg,,,
chiggersimage108.jpg,,,
chiggersimage109.jpg,,,
chiggersimage11.jpg,,,
chiggersimage115.jpg,,,
chiggersimage116.jpg,,,
chiggersimage117.jpg,,,
chiggersimage119 (2).jpg,,,
chiggersimage119.jpg,,,
chiggersimage12.jpg,,,
chiggersimage120.jpg,,,
chiggersimage13.jpg,,,
chiggersimage14.jpg,,,
chiggersimage15.jpg,,,
chiggersimage16.jpg,,,
chiggersimage17.jpg,,,
chiggersimage18.jpg,,,
chiggersimage180.jpg,,,
chiggersimage186.jpg,,,
chiggersimage187.jpg,,,
chiggersimage188.jpg,,,
chiggersimage189.jpg,,,
chiggersimage19.jpg,,,
chiggersimage190.jpg,,,
chiggersimage191.jpg,,,
chiggersimage192.jpg,,,
chiggersimage2.jpg,,,
chiggersimage201.jpg,,,
chiggersimage202.jpg,,,
chiggersimage207.jpg,,,
chiggersimage208.jpg,,,
chiggersimage21.jpg,,,
chiggersimage210.jpg,,,
chiggersimage212.jpg,,,
chiggersimage213.jpg,,,
chiggersimage219 (2).jpg,,,
chiggersimage219.jpg,,,
chiggersimage22.jpg,,,
chiggersimage220.jpg,,,
chiggersimage23.jpg,,,
chiggersimage24.jpg,,,
chiggersimage25.jpg,,,
chiggersimage26.jpg,,,
chiggersimage27.jpg,,,
chiggersimage273.jpg,,,
chiggersimage274.jpg,,,
chiggersimage276.jpg,,,
chiggersimage280.jpg,,,
chiggersimage289.jpg,,,
chiggersimage29.jpg,,,
chiggersimage290.jpg,,,
chiggersimage291.jpg,,,
chiggersimage298.jpg,,,
chiggersimage299.jpg,,,
chiggersimage30.jpg,,,
chiggersimage301.jpg,,,
chiggersimage311.jpg,,,
chiggersimage323.jpg,,,
chiggersimage33.jpg,,,
chiggersimage34.jpg,,,
chiggersimage36.jpg,,,
chiggersimage369.jpg,,,
chiggersimage37.jpg,,,
chiggersimage373.jpg,,,
chiggersimage374 (2).jpg,,,
chiggersimage374.jpg,,,
chiggersimage375.jpg,,,
chiggersimage377.jpg,,,
chiggersimage392.jpg,,,
chiggersimage393.jpg,,,
chiggersimage397.jpg,,,
chiggersimage399.jpg,,,
chiggersimage4.jpg,,,
chiggersimage400.jpg,,,
chiggersimage402.jpg,,,
chiggersimage408.jpg,,,
chiggersimage41.jpg,,,
chiggersimage43.jpg,,,
chiggersimage44.jpg,,,
chiggersimage47.jpg,,,
chiggersimage476.jpg,,,
chiggersimage48.jpg,,,
chiggersimage481.jpg,,,
chiggersimage484.jpg,,,
chiggersimage487.jpg,,,
chiggersimage489.jpg,,,
chiggersimage492.jpg,,,
chiggersimage5.jpg,,,
chiggersimage51.jpg,,,
chiggersimage52.jpg,,,
chiggersimage53.jpg,,,
chiggersimage56.jpg,,,
chiggersimage57.jpg,,,
chiggersimage58.jpg,,,
chiggersimage59.jpg,,,
chiggersimage6.jpg,,,
chiggersimage61.jpg,,,
chiggersimage8 (2).jpg,,,
chiggersimage8.jpg,,,
chiggersimage87.jpg,,,
chiggersimage88.jpg,,,
chiggersimage9.jpg,,,
chiggersimage90.jpg,,,
chiggersimage91.jpg,,,
chiggersimage92.jpg,,,
chiggersimage93.jpg,,,
chiggersimage94.jpg,,,
