image_names,latitude,longitude,county_name
mosquito_1,37.2856817,-121.9391338,Santa Clara County
mosquito_2.jpg,39.7244179,-120.6594895,Plumas County
mosquito_23.jpg,38.450168,-122.6767,Sonoma County
mosquito_24.jpg,38.530583,-123.097014,Sonoma County
mosquito_25.jpg,34.2536683,-118.7928204,Ventura County
mosquito_26.jpg,38.61251757,-122.7836448,Sonoma County
mosquito_27.jpg,34.117747,-119.0790832,Ventura County
mosquito_28.jpg,38.61222442,-122.7818183,Sonoma County
mosquito_29.jpg,38.915981,-121.038139,Placer County
mosquito_3.jpg,37.084364,-122.061449,Santa Cruz County
mosquito_30.jpg,38.61200826,-122.7819264,Sonoma County
mosquito_31.jpg,37.1679431,-120.6220293,Merced County
mosquito_33.jpg,37.8605,-122.2531667,Alameda County
mosquito_34.jpg,34.17995321,-118.0966222,Los Angeles County
mosquito_35.jpg,34.1397292,-118.0353449,Los Angeles County
mosquito_36.jpg,38.61232682,-122.781229,Sonoma County
mosquito_37.jpg,37.754695,-122.139913,Alameda County
mosquito_38.jpg,39.431155,-120.242679,Nevada County
mosquito_39.jpg,39.430956,-120.24314,Nevada County
mosquito_40.jpg,39.432115,-120.241231,Nevada County
mosquito_43.jpg,39.24133333,-122.1836667,Colusa County
mosquito_5,39.012894,-122.809496,Lake County
mosquito_5.jpg,37.76673833,-122.46843,San Francisco County
mosquito_6.jpg,32.907442,-117.233047,San Diego County
mosquito_C10.jpg,37.813456,-122.183119,Alameda County
mosquito_C11.jpg,32.731736,-116.940665,San Diego County
mosquito_C12.jpeg,37.525676,-122.502025,San Mateo County
mosquito_C13.jpeg,37.523165,-122.488164,San Mateo County
mosquito_C20.jpeg,37.520031,-122.489188,San Mateo County
mosquito_C25.jpg,37.638948,-122.47148,San Mateo County
mosquito_C30.jpeg,37.52601821,-122.5022644,San Mateo County
mosquito_C31.jpeg,37.545239,-122.506307,San Mateo County
mosquito_C32.jpg,37.554402,-122.506211,San Mateo County
mosquito_C33.jpg,37.554375,-122.506348,San Mateo County
mosquito_C34.jpg,37.554487,-122.506367,San Mateo County
mosquito_C35.jpg,37.550256,-122.508053,San Mateo County
mosquito_C36.jpg,37.545237,-122.508333,San Mateo County
mosquito_C37.jpg,37.545315,-122.508436,San Mateo County
mosquito_C38.jpeg,37.545744,-122.512008,San Mateo County
mosquito_C39.jpeg,37.545749,-122.511878,San Mateo County
mosquito_C40.jpeg,37.545744,-122.512008,San Mateo County
mosquito_C41.jpg,37.545237,-122.508333,San Mateo County
mosquito_C43.jpeg,37.523165,-122.488164,San Mateo County
mosquito_C6.jpeg,37.523165,-122.488164,San Mateo County
mosquito_C7.jpeg,37.545744,-122.512008,San Mateo County
mosquito_C8.jpg,37.545744,-122.512008,San Mateo County
mosquito_C9.jpeg,37.545744,-122.512008,San Mateo County
mosquito_bites_m1,37.554375,-122.506348,San Mateo County
mosquito_c1.jpeg,37.545315,-122.508436,San Mateo County
mosquito_c2,37.545315,-122.508436,San Mateo County
mosquito_c3.jpeg,37.554487,-122.506367,San Mateo County
mosquito_c4.jpeg,37.554487,-122.506367,San Mateo County
mosquito_es1,37.550256,-122.508053,San Mateo County
mosquito_es2.jpg,37.545239,-122.506307,San Mateo County
mosquito_j1,37.621197,-122.492148,San Mateo County
mosquito_j10.jpeg,37.619887,-122.492294,San Mateo County
mosquito_j11 (2).jpg,37.619887,-122.492156,San Mateo County
mosquito_j11.jpg,37.619973,-122.492335,San Mateo County
mosquito_j12.jpg,37.621139,-122.492248,San Mateo County
mosquito_j13.jpeg,37.62097,-122.492968,San Mateo County
mosquito_j15.jpeg,37.621266,-122.492107,San Mateo County
mosquito_j16.jpg,37.620971,-122.492943,San Mateo County
mosquito_j17.jpg,37.620971,-122.492943,San Mateo County
mosquito_j18.jpg,37.62107778,-122.4929417,San Mateo County
mosquito_j19.jpg,32.773987,-115.669464,Imperial County
mosquito_j2.jpeg,37.909801,-122.264421,Contra Costa County
mosquito_j20.jpg,37.7732,-122.20215,Alameda County
mosquito_j22.jpeg,37.7732,-122.20215,Alameda County
mosquito_j23,38.680575,-121.069591,El Dorado County
mosquito_j24.jpg,37.419783,-118.754747,Inyo County
mosquito_j25.jpg,38.55613466,-121.7412407,Yolo County
mosquito_j26.jpg,32.543432,-117.106305,San Diego County
mosquito_j27.jpeg,32.543432,-117.106305,San Diego County
mosquito_j28.jpeg,34.094677,-118.127124,Los Angeles County
mosquito_j29.jpeg,36.87631,-121.6278,San Benito County
mosquito_j3 (2).jpg,38.61206167,-122.7817783,Sonoma County
mosquito_j3.jpg,32.678714,-115.676336,Imperial County
mosquito_j4.jpg,32.888842,-116.836424,San Diego County
mosquito_j6.jpeg,32.885108,-116.825666,San Diego County
mosquito_j8.jpeg,32.849683,-116.996474,San Diego County
mosquito_j9.jpeg,36.99301064,-121.8850953,Santa Cruz County
mosquito_m10.jpeg,32.838873,-117.033995,San Diego County
mosquito_m11.jpeg,32.838934,-117.03407,San Diego County
mosquito_m12.jpeg,34.15532023,-117.9725917,Los Angeles County
