image_id,latitude,longitude,county_name
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (3rd copy).png,37.91118333,-122.2985833,Contra Costa County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (4th copy).png,39.74145126,-121.852272,Butte County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (5th copy).png,37.79797645,-122.4546854,San Francisco County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (7th copy).png,37.79794943,-122.4545867,San Francisco County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (8th copy).png,34.12068176,-118.2861404,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (9th copy).png,37.79787408,-122.4545349,San Francisco County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (another copy).png,37.79852317,-122.4538194,San Francisco County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (copy).png,37.79753408,-122.4541648,San Francisco County
Captura-de-pantalla-2018-11-15-a-las-14.53.26.png,34.01185167,-117.1667683,San Bernardino County
black_widowimage10.jpg,38.55395508,-121.7883606,Yolo County
black_widowimage100.jpg,34.0670445,-118.359925,Los Angeles County
black_widowimage101.jpg,38.34443831,-121.9750423,Solano County
black_widowimage102.jpg,34.06696383,-118.3599467,Los Angeles County
black_widowimage103.jpg,37.29722222,-120.5474327,Merced County
black_widowimage104.jpg,34.06697783,-118.3598717,Los Angeles County
black_widowimage107.jpg,36.95165,-122.0313862,Santa Cruz County
black_widowimage108.jpg,34.27191897,-119.1707952,Ventura County
black_widowimage109.jpg,37.79799295,-122.4547409,San Francisco County
black_widowimage11.jpg,37.35702669,-121.9314507,Santa Clara County
black_widowimage110.jpg,32.76072496,-116.9253681,San Diego County
black_widowimage12.jpg,37.84867282,-122.3807441,San Francisco County
black_widowimage14.jpg,33.93153672,-118.0659263,Los Angeles County
black_widowimage15.jpg,34.1530305,-118.1931083,Los Angeles County
black_widowimage16.jpg,34.15302217,-118.1931,Los Angeles County
black_widowimage17.jpg,32.63627088,-117.0619692,San Diego County
black_widowimage18.jpg,33.81362482,-118.259187,Los Angeles County
black_widowimage19.jpg,36.58885803,-121.8868496,Monterey County
black_widowimage2.jpg,37.39088332,-122.1162432,Santa Clara County
black_widowimage20.jpg,32.81318595,-117.2033022,San Diego County
black_widowimage3.jpg,37.1069056,-121.9259029,Santa Cruz County
black_widowimage5.jpg,38.42852778,-122.6426306,Sonoma County
black_widowimage6.jpg,35.33356518,-119.1003861,Kern County
black_widowimage7.jpg,37.0728476,-122.0564064,Santa Cruz County
black_widowimage88.jpg,37.07282952,-122.0566088,Santa Cruz County
black_widowimage89.jpg,34.75888822,-120.5349884,Santa Barbara County
black_widowimage9.jpg,38.51206167,-122.0964972,Solano County
black_widowimage91.jpg,38.51211167,-122.0966112,Solano County
black_widowimage92.jpg,35.30156563,-120.667473,San Luis Obispo County
black_widowimage93.jpg,38.7801799,-121.0238635,El Dorado County
black_widowimage95.jpg,38.7799461,-121.0239482,El Dorado County
black_widowimage96.jpg,37.84319167,-122.2843817,Alameda County
black_widowimage97.jpg,37.84340167,-122.284745,Alameda County
black_widowimage98.jpg,32.99384322,-115.4686089,Imperial County
black_widowimage99 (2).jpg,33.89582868,-117.8261436,Orange County
black_widowimage99.jpg,38.30500448,-122.2730391,Napa County
brown_recluse_spiderimage1.jpg,38.25172833,-121.9827033,Solano County
brown_recluse_spiderimage110.jpg,37.32943,-121.9461217,Santa Clara County
brown_recluse_spiderimage170.jpg,37.32942,-121.9460917,Santa Clara County
brown_recluse_spiderimage171.jpg,40.87476039,-124.0776148,Humboldt County
brown_recluse_spiderimage172.jpg,34.18098295,-118.3058996,Los Angeles County
brown_recluse_spiderimage187.jpg,37.7490675,-121.4395857,San Joaquin County
brown_recluse_spiderimage189.jpg,34.18104763,-118.3058167,Los Angeles County
brown_recluse_spiderimage198.jpg,34.03339929,-118.2871579,Los Angeles County
brown_recluse_spiderimage2.jpg,36.60458675,-121.8658576,Monterey County
brown_recluse_spiderimage205.jpg,34.13603407,-118.3604517,Los Angeles County
