image_id,latitude,longitude,county_name
es_ticksimage108.jpg,34.34569167,-118.5249967,Los Angeles
es_ticksimage110.jpg,34.33767833,-118.5502633,Los Angeles
es_ticksimage111.jpg,34.35597167,-118.4971533,Los Angeles
es_ticksimage113.jpg,34.336525,-118.54133,Los Angeles
es_ticksimage119.jpg,34.36802,-118.480145,Los Angeles
es_ticksimage120.jpg,34.34096667,-118.5491867,Los Angeles
es_ticksimage14.jpg,34.19988644,-118.1122948,Los Angeles
es_ticksimage15.jpg,34.33906167,-118.5501617,Los Angeles
es_ticksimage16.jpg,34.34143,-118.5495617,Los Angeles
es_ticksimage17.jpg,34.37541667,-118.4390967,Los Angeles
es_ticksimage179.jpg,34.34709167,-118.5444917,Los Angeles
es_ticksimage19.jpg,34.36897833,-118.5775383,Los Angeles
es_ticksimage196.jpg,34.374105,-118.4361,Los Angeles
es_ticksimage2.jpg,34.33718833,-118.5512667,Los Angeles
es_ticksimage203.jpg,34.376905,-118.4541617,Los Angeles
es_ticksimage273.jpg,34.376895,-118.4595717,Los Angeles
es_ticksimage282.jpg,34.35983667,-118.4984867,Los Angeles
es_ticksimage379.jpg,34.34507985,-118.5430345,Los Angeles
es_ticksimage396.jpg,34.34590074,-118.5434044,Los Angeles
es_ticksimage397.jpg,34.37562,-118.4490717,Los Angeles
es_ticksimage402.jpg,34.36796333,-118.5753283,Los Angeles
es_ticksimage404.jpg,34.3576675,-118.49839,Los Angeles
es_ticksimage405.jpg,34.365625,-118.5623,Los Angeles
es_ticksimage409.jpg,34.17186333,-118.2871083,Los Angeles
es_ticksimage415.jpg,34.16182783,-118.0537112,Los Angeles
es_ticksimage478.jpg,34.208661,-118.5733641,Los Angeles
es_ticksimage483.jpg,34.34266667,-118.5469883,Los Angeles
es_ticksimage485.jpg,34.19411436,-118.5567801,Los Angeles
es_ticksimage488.jpg,34.33796167,-118.543605,Los Angeles
es_ticksimage489.jpg,34.37353691,-118.6111762,Los Angeles
es_ticksimage491.jpg,34.12347379,-118.4101059,Los Angeles
es_ticksimage6.jpg,34.34573,-118.5249833,Los Angeles
es_ticksimage81.jpg,34.37694167,-118.4545033,Los Angeles
es_ticksimage83.jpg,34.339305,-118.5402167,Los Angeles
es_ticksimage85.jpg,34.35384667,-118.5598967,Los Angeles
es_ticksimage9.jpg,34.33757,-118.5414717,Los Angeles
es_ticksimage92.jpg,34.35338833,-118.5609,Los Angeles
tick-0.jpg,34.36020833,-118.498625,Los Angeles
tick-1.jpg,34.372275,-118.4291417,Los Angeles
tick-10.jpg,34.34185333,-118.5409633,Los Angeles
tick-11.jpg,34.0641719,-118.5060087,Los Angeles
tick-12.jpg,34.35655333,-118.55812,Los Angeles
tick-14.jpg,34.37566333,-118.4386583,Los Angeles
tick-16.jpg,34.061989,-118.126648,Los Angeles
tick-19.jpg,34.37695833,-118.4388367,Los Angeles
tick-2.jpg,34.37543,-118.4440283,Los Angeles
tick-4.jpg,34.36661333,-118.5717917,Los Angeles
tick-5.jpg,34.07146383,-119.0141611,Los Angeles
tick-6.jpg,34.33910333,-118.536105,Los Angeles
tick-7.jpg,34.367875,-118.5753367,Los Angeles
tick-8.jpg,34.347745,-118.529,Los Angeles
tick-9.jpg,34.33736667,-118.54892,Los Angeles
ticksimage1.jpg,34.24178215,-118.3830546,Los Angeles
ticksimage10.jpg,34.367875,-118.5753367,Los Angeles
ticksimage100.jpg,34.368525,-118.426755,Los Angeles
ticksimage101.jpg,34.10474521,-118.5041766,Los Angeles
ticksimage102.jpg,34.34392167,-118.5455967,Los Angeles
ticksimage103.jpg,34.34405272,-118.5423034,Los Angeles
ticksimage106.jpg,34.39063012,-118.5885914,Los Angeles
ticksimage107.jpg,34.35555,-118.566705,Los Angeles
ticksimage108.jpg,35.82585691,-121.3707392,San Jose
ticksimage109.jpg,37.32011506,-122.1868188,San Jose
ticksimage11.jpg,37.26177793,-122.3270148,San Jose
ticksimage111.jpg,37.27047904,-122.0691889,San Jose
ticksimage112.jpg,36.98520181,-122.0554306,San Jose
ticksimage115.jpg,36.95436167,-122.0654055,San Jose
ticksimage116.jpg,37.1191,-122.3141778,San Jose
ticksimage117.jpg,37.093377,-121.722665,San Jose
ticksimage119.jpg,37.21431549,-121.7774391,San Jose
ticksimage12.jpg,36.25666046,-121.743212,San Jose
ticksimage120.jpg,37.3426553,-122.2296185,San Jose
ticksimage13.jpg,37.37997168,-121.7409941,San Jose
ticksimage14.jpg,37.165,-122.3272222,San Jose
ticksimage15.jpg,37.43605221,-122.1057497,San Jose
ticksimage16.jpg,37.19325278,-121.8317028,San Jose
ticksimage175.jpg,37.36806167,-122.222625,San Jose
ticksimage176.jpg,37.00040847,-121.6986889,San Jose
ticksimage18.jpg,37.33245474,-122.087338,San Jose
ticksimage180.jpg,36.62477544,-121.7258609,San Jose
ticksimage183.jpg,37.04952503,-122.3829055,San Jose
ticksimage184.jpg,37.39941796,-122.1618712,San Jose
ticksimage186.jpg,37.34669,-122.244017,San Jose
ticksimage187.jpg,36.94957167,-122.0667583,San Jose
ticksimage189.jpg,37.07294717,-122.1386333,San Jose
ticksimage19.jpg,37.36027876,-122.1852276,San Jose
ticksimage191.jpg,37.22036874,-121.8454097,San Jose
ticksimage192.jpg,36.98505652,-122.0676468,San Jose
ticksimage193.jpg,37.02646259,-121.796803,San Jose
ticksimage194.jpg,37.44283333,-122.2635417,San Jose
ticksimage197.jpg,37.35283284,-122.1612477,San Jose
ticksimage2.jpg,36.917559,-121.841245,San Jose
ticksimage202.jpg,37.27374327,-122.272451,San Jose
ticksimage205.jpg,37.321895,-122.17195,San Jose
ticksimage206.jpg,37.17589364,-121.8286586,San Jose
ticksimage214.jpg,37.28026944,-121.8125833,San Jose
