image_id,latitude,longitude,county_name
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (3rd copy).png,33.88692453,-118.324992,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (4th copy).png,34.08923333,-118.1950133,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (5th copy).png,33.91363262,-118.3100989,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (7th copy).png,33.93285788,-118.1148158,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (8th copy).png,33.86758833,-118.0684972,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (9th copy).png,34.17676667,-118.3043533,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (another copy).png,34.16605,-118.77973,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26 (copy).png,34.32703381,-118.0061217,Los Angeles County
Captura-de-pantalla-2018-11-15-a-las-14.53.26.png,33.99262867,-118.1341493,Los Angeles County
black_widowimage10.jpg,34.228345,-117.8740533,Los Angeles County
black_widowimage100.jpg,34.110475,-117.7143867,Los Angeles County
black_widowimage101.jpg,34.201105,-118.2131883,Los Angeles County
black_widowimage102.jpg,34.09202492,-118.0679088,Los Angeles County
black_widowimage103.jpg,33.35811667,-118.4606083,Los Angeles County
black_widowimage104.jpg,33.84704224,-118.2821795,Los Angeles County
black_widowimage107.jpg,33.8397392,-118.1954185,Los Angeles County
black_widowimage108.jpg,33.834645,-118.2813717,Los Angeles County
black_widowimage109.jpg,34.2700621,-118.5969125,Los Angeles County
black_widowimage11.jpg,33.387,-118.477705,Los Angeles County
black_widowimage110.jpg,34.14908883,-118.0910195,Los Angeles County
black_widowimage12.jpg,34.13484425,-118.2351164,Los Angeles County
black_widowimage14.jpg,34.26680988,-118.1470369,Los Angeles County
black_widowimage15.jpg,33.93153672,-118.0659263,Los Angeles County
black_widowimage16.jpg,34.19115329,-118.1443234,Los Angeles County
black_widowimage17.jpg,34.017465,-118.2876622,Los Angeles County
black_widowimage18.jpg,32.85736333,-117.1972417,San Diego County
black_widowimage19.jpg,32.94188784,-117.2505824,San Diego County
black_widowimage2.jpg,32.82278833,-117.0777055,San Diego County
black_widowimage20.jpg,32.78711962,-117.0363398,San Diego County
black_widowimage3.jpg,32.82445833,-117.054325,San Diego County
black_widowimage5.jpg,32.67091851,-117.2389217,San Diego County
black_widowimage6.jpg,32.76782306,-117.0230838,San Diego County
black_widowimage7.jpg,32.76865,-117.0565862,San Diego County
black_widowimage88.jpg,33.098525,-117.0003722,San Diego County
black_widowimage89.jpg,32.95788889,-117.2464083,San Diego County
black_widowimage9.jpg,33.252977,-116.9527908,San Diego County
black_widowimage91.jpg,32.79189509,-117.0709222,San Diego County
black_widowimage92.jpg,32.74698048,-117.0600729,San Diego County
black_widowimage93.jpg,32.7490922,-117.2401132,San Diego County
black_widowimage95.jpg,32.63330511,-117.0259135,San Diego County
black_widowimage96.jpg,32.81648084,-117.172415,San Diego County
black_widowimage97.jpg,32.74813978,-117.0076025,San Diego County
black_widowimage98.jpg,32.64877376,-116.9348008,San Diego County
black_widowimage99 (2).jpg,32.9157068,-117.1439115,San Diego County
black_widowimage99.jpg,32.63326667,-117.0268862,San Diego County
brown_recluse_spiderimage1.jpg,32.84227778,-117.0648111,San Diego County
brown_recluse_spiderimage110.jpg,33.063575,-117.2827617,San Diego County
