image_id,latitude,longitude,county_name
es_ticksimage108.jpg,37.10201645,-121.4723969,San Jose
es_ticksimage110.jpg,36.64759042,-121.7574835,San Jose
es_ticksimage111.jpg,38.61188083,-122.7835679,Sonoma
es_ticksimage113.jpg,37.4074464,-122.2401352,San Jose
es_ticksimage119.jpg,37.288878,-122.0851648,San Jose
es_ticksimage120.jpg,37.99425,-122.198092,Vallejo
es_ticksimage14.jpg,34.49000422,-118.9306927,Los Angeles
es_ticksimage15.jpg,37.3625647,-122.2341905,San Jose
es_ticksimage16.jpg,38.57001819,-122.6911336,Sonoma
es_ticksimage17.jpg,38.57544413,-122.7005569,Sonoma
es_ticksimage179.jpg,34.18785667,-118.1020832,Los Angeles
es_ticksimage19.jpg,37.16128072,-121.8434869,San Jose
es_ticksimage196.jpg,36.95333732,-122.0631545,San Jose
es_ticksimage2.jpg,37.13813832,-122.3386711,San Jose
es_ticksimage203.jpg,38.56858293,-122.7056482,Sonoma
es_ticksimage273.jpg,37.40730345,-122.2370085,San Jose
es_ticksimage282.jpg,37.40901321,-122.239984,San Jose
es_ticksimage379.jpg,37.88397037,-121.9807706,Oakland
es_ticksimage396.jpg,38.44623557,-122.7058107,Sonoma
es_ticksimage397.jpg,37.39644024,-121.7983278,San Jose
es_ticksimage402.jpg,37.593727,-121.712664,San Jose
es_ticksimage404.jpg,38.45258048,-122.5741196,Sonoma
es_ticksimage405.jpg,38.44706855,-122.8205824,Sonoma
es_ticksimage409.jpg,37.78916379,-122.1711662,Oakland
es_ticksimage415.jpg,38.61236036,-122.785306,Sonoma
es_ticksimage478.jpg,37.907536,-121.897216,Oakland
es_ticksimage483.jpg,37.920719,-121.941223,Oakland
es_ticksimage485.jpg,38.431128,-122.752619,Sonoma
es_ticksimage488.jpg,37.500125,-122.373104,San Francisco
es_ticksimage489.jpg,37.4475,-122.4293333,San Francisco
es_ticksimage491.jpg,38.611978,-122.781953,Sonoma
es_ticksimage6.jpg,36.45266667,-121.1538333,San Jose
es_ticksimage81.jpg,32.7867371,-116.4495899,San Diego
es_ticksimage83.jpg,38.36814042,-122.4973447,Sonoma
