image_id,latitude,longitude,county_name
ticksimage215.jpg,34.34569167,-118.5249967,Los Angeles
tick-4.jpg,34.33767833,-118.5502633,Los Angeles
ticks_0_2646.jpeg,34.35597167,-118.4971533,Los Angeles
ticks_0_1656.jpeg,34.336525,-118.54133,Los Angeles
tick-5.jpg,34.36802,-118.480145,Los Angeles
ticks_0_8162.jpeg,34.34096667,-118.5491867,Los Angeles
ticksimage176.jpg,34.19988644,-118.1122948,Los Angeles
es_ticksimage379.jpg,34.33906167,-118.5501617,Los Angeles
ticks_0_8836.jpeg,34.34143,-118.5495617,Los Angeles
ticksimage189.jpg,34.37541667,-118.4390967,Los Angeles
ticks_0_9374.jpeg,34.34709167,-118.5444917,Los Angeles
tick-19.jpg,34.36897833,-118.5775383,Los Angeles
ticks_0_177.jpeg,34.374105,-118.4361,Los Angeles
ticksimage214.jpg,34.33718833,-118.5512667,Los Angeles
ticks_0_7452.jpeg,34.376905,-118.4541617,Los Angeles
ticks_0_6613.jpeg,34.376895,-118.4595717,Los Angeles
ticks_0_53.jpeg,34.35983667,-118.4984867,Los Angeles
ticksimage216.jpg,34.34507985,-118.5430345,Los Angeles
ticksimage202.jpg,34.34590074,-118.5434044,Los Angeles
ticks_0_7075.jpeg,34.37562,-118.4490717,Los Angeles
ticks_0_5766.jpeg,34.36796333,-118.5753283,Los Angeles
es_ticksimage409.jpg,34.3576675,-118.49839,Los Angeles
ticks_0_6808.jpeg,34.365625,-118.5623,Los Angeles
tick-7.jpg,34.17186333,-118.2871083,Los Angeles
ticks_0_3923.jpeg,34.16182783,-118.0537112,Los Angeles
es_ticksimage179.jpg,34.208661,-118.5733641,Los Angeles
ticksimage405.jpg,34.34266667,-118.5469883,Los Angeles
tick-6.jpg,34.19411436,-118.5567801,Los Angeles
ticksimage175.jpg,34.33796167,-118.543605,Los Angeles
ticks_0_3260.jpeg,34.37353691,-118.6111762,Los Angeles
ticks_0_6577.jpeg,34.12347379,-118.4101059,Los Angeles
ticks_0_1031.jpeg,34.34573,-118.5249833,Los Angeles
ticks_0_710.jpeg,34.37694167,-118.4545033,Los Angeles
ticks_0_4224.jpeg,34.339305,-118.5402167,Los Angeles
ticks_0_2935.jpeg,34.35384667,-118.5598967,Los Angeles
ticks_0_7234.jpeg,34.33757,-118.5414717,Los Angeles
tick-2.jpg,34.35338833,-118.5609,Los Angeles
ticksimage401.jpg,34.36020833,-118.498625,Los Angeles
ticksimage400.jpg,34.372275,-118.4291417,Los Angeles
ticksimage399.jpg,34.34185333,-118.5409633,Los Angeles
es_ticksimage196.jpg,34.0641719,-118.5060087,Los Angeles
ticks_0_4530.jpeg,34.35655333,-118.55812,Los Angeles
es_ticksimage19.jpg,34.37566333,-118.4386583,Los Angeles
ticks_0_2763.jpeg,34.061989,-118.126648,Los Angeles
ticksimage9.jpg,34.37695833,-118.4388367,Los Angeles
ticksimage206.jpg,34.37543,-118.4440283,Los Angeles
ticks_0_4434.jpeg,34.36661333,-118.5717917,Los Angeles
ticksimage562.jpg,34.07146383,-119.0141611,Los Angeles
ticksimage576.jpg,34.33910333,-118.536105,Los Angeles
ticks_0_6242.jpeg,34.367875,-118.5753367,Los Angeles
ticksimage19.jpg,34.347745,-118.529,Los Angeles
es_ticksimage396.jpg,34.33736667,-118.54892,Los Angeles
es_ticksimage9.jpg,34.24178215,-118.3830546,Los Angeles
tick-1.jpg,34.367875,-118.5753367,Los Angeles
tick-0.jpg,34.368525,-118.426755,Los Angeles
ticks_0_9135.jpeg,34.10474521,-118.5041766,Los Angeles
ticks_0_4642.jpeg,34.34392167,-118.5455967,Los Angeles
es_ticksimage397.jpg,34.34405272,-118.5423034,Los Angeles
ticksimage18.jpg,34.39063012,-118.5885914,Los Angeles
ticks_0_6278.jpeg,34.35555,-118.566705,Los Angeles
ticks_0_1378.jpeg,35.82585691,-121.3707392,San Jose
ticks_0_4984.jpeg,37.32011506,-122.1868188,San Jose
ticks_0_2153.jpeg,37.26177793,-122.3270148,San Jose
ticksimage205.jpg,37.27047904,-122.0691889,San Jose
ticks_0_6956.jpeg,36.98520181,-122.0554306,San Jose
ticks_0_1148.jpeg,36.95436167,-122.0654055,San Jose
ticks_0_8369.jpeg,37.1191,-122.3141778,San Jose
ticks_0_4022.jpeg,37.093377,-121.722665,San Jose
ticksimage80.jpg,37.21431549,-121.7774391,San Jose
ticksimage100.jpg,36.25666046,-121.743212,San Jose
ticks_0_9352.jpeg,37.3426553,-122.2296185,San Jose
ticks_0_7966.jpeg,37.37997168,-121.7409941,San Jose
es_ticksimage119.jpg,37.165,-122.3272222,San Jose
ticks_0_2420.jpeg,37.43605221,-122.1057497,San Jose
ticksimage471.jpg,37.19325278,-121.8317028,San Jose
ticksimage101.jpg,37.36806167,-122.222625,San Jose
ticksimage115.jpg,37.00040847,-121.6986889,San Jose
ticksimage81.jpg,37.33245474,-122.087338,San Jose
ticks_0_9407.jpeg,36.62477544,-121.7258609,San Jose
ticks_0_9112.jpeg,37.04952503,-122.3829055,San Jose
es_ticksimage483.jpg,37.39941796,-122.1618712,San Jose
ticks_0_9387.jpeg,37.34669,-122.244017,San Jose
ticks_0_4389.jpeg,36.94957167,-122.0667583,San Jose
es_ticksimage83.jpg,37.07294717,-122.1386333,San Jose
ticks_0_8742.jpeg,37.36027876,-122.1852276,San Jose
ticks_0_3179.jpeg,37.22036874,-121.8454097,San Jose
ticks_0_2787.jpeg,36.98505652,-122.0676468,San Jose
es_ticksimage81.jpg,37.02646259,-121.796803,San Jose
ticks_0_8332.jpeg,37.44283333,-122.2635417,San Jose
ticks_0_2553.jpeg,37.35283284,-122.1612477,San Jose
ticks_0_6005.jpeg,36.917559,-121.841245,San Jose
ticks_0_9923.jpeg,37.27374327,-122.272451,San Jose
ticksimage83.jpg,37.321895,-122.17195,San Jose
ticksimage103.jpg,37.17589364,-121.8286586,San Jose
ticksimage117.jpg,37.28026944,-121.8125833,San Jose
ticks_0_848.jpeg,37.36561167,-122.1800217,San Jose
ticksimage300.jpg,37.57446244,-121.6921873,San Jose
ticksimage116.jpg,37.56751,-121.6981383,San Jose
ticksimage102.jpg,37.40730345,-122.2370085,San Jose
ticksimage82.jpg,37.3226053,-122.1821885,San Jose
ticks_0_2752.jpeg,38.35806274,-122.7054596,Sonoma
ticks_0_2882.jpeg,38.27244167,-122.2493111,Sonoma
ticks_0_1742.jpeg,39.31130743,-123.8019402,Sonoma
ticks_0_9333.jpeg,38.07468917,-122.8510547,Sonoma
ticks_0_5487.jpeg,38.45463056,-122.5304944,Sonoma
ticks_0_1997.jpeg,38.34854997,-122.589435,Sonoma
